age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
27, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
36, Local-gov,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
28, Private,13, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
35, Federal-gov,10, Never-married, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K
51, Private,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
26, Private,10, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
32, State-gov,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
39, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
30, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
48, Self-emp-not-inc,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Italy, <=50K
57, Federal-gov,10, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
28, Private,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,35, Haiti, <=50K
22, Private,12, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private,9, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
24, Private,7, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
25, Private,13, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
29, Private,10, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,40, United-States, <=50K
26, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
30, Private,10, Divorced, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
28, Private,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
29, Local-gov,10, Never-married, Exec-managerial, Not-in-family, White, Male,40, Iran, <=50K
38, Private,13, Never-married, Tech-support, Not-in-family, White, Female,45, United-States, <=50K
27, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
43, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
43, Private,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,50, United-States, <=50K
26, Private,9, Never-married, Sales, Not-in-family, Other, Male,40, United-States, <=50K
26, Private,9, Never-married, Adm-clerical, Own-child, White, Female,45, United-States, <=50K
34, Private,5, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
45, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
25, Private,11, Married-civ-spouse, Sales, Husband, White, Male,41, United-States, <=50K
21, Private,10, Never-married, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K
35, Private,8, Never-married, Sales, Not-in-family, Black, Female,40, United-States, <=50K
32, Private,10, Divorced, Exec-managerial, Not-in-family, Black, Male,40, United-States, <=50K
46, State-gov,9, Married-civ-spouse, Other-service, Wife, Black, Female,40, United-States, <=50K
29, Local-gov,10, Married-civ-spouse, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
38, Local-gov,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
41, Private,13, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
50, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
47, Private,6, Divorced, Tech-support, Unmarried, Black, Female,38, United-States, <=50K
36, Private,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
19, Private,9, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
30, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
51, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
28, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
38, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
24, Private,9, Divorced, Other-service, Own-child, White, Female,40, Japan, <=50K
38, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
55, Private,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,35, United-States, <=50K
39, Private,9, Never-married, Tech-support, Not-in-family, Black, Male,35, United-States, <=50K
30, Private,9, Never-married, Tech-support, Unmarried, White, Female,40, United-States, <=50K
33, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States, <=50K
25, Private,6, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
28, Local-gov,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
30, Private,7, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
38, Private,6, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,40, Portugal, <=50K
43, Private,10, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
52, Self-emp-not-inc,11, Divorced, Prof-specialty, Not-in-family, White, Female,35, United-States, <=50K
31, Private,10, Divorced, Craft-repair, Own-child, Black, Male,40, United-States, <=50K
21, Private,9, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
26, Private,10, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
35, Self-emp-not-inc,8, Never-married, Other-service, Not-in-family, Black, Female,40, Trinadad&Tobago, <=50K
39, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,43, United-States, <=50K
28, Private,9, Never-married, Craft-repair, Not-in-family, Black, Male,48, United-States, <=50K
39, Private,10, Divorced, Sales, Other-relative, White, Female,35, United-States, <=50K
40, Private,10, Never-married, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
24, Private,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
39, Private,11, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
24, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
30, State-gov,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
22, Private,9, Never-married, Handlers-cleaners, Unmarried, White, Male,45, United-States, <=50K
55, Private,9, Widowed, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
20, Private,9, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K
55, Local-gov,14, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K
19, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
24, Private,7, Never-married, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
59, Private,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K
64, Self-emp-not-inc,9, Widowed, Other-service, Other-relative, White, Female,40, United-States, <=50K
45, Self-emp-inc,13, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female,35, South, <=50K
29, Private,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
31, State-gov,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
61, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
56, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
45, Private,9, Divorced, Craft-repair, Unmarried, White, Male,44, United-States, <=50K
22, Private,11, Never-married, Tech-support, Own-child, White, Female,36, United-States, <=50K
34, Private,8, Separated, Sales, Unmarried, White, Female,34, United-States, <=50K
36, Private,9, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
40, Private,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,50, United-States, <=50K
69, Private,9, Divorced, Sales, Other-relative, White, Female,38, United-States, <=50K
23, Local-gov,9, Never-married, Farming-fishing, Not-in-family, White, Male,40, Poland, <=50K
47, Private,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, United-States, <=50K
23, Private,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
23, Private,9, Never-married, Other-service, Unmarried, White, Female,37, United-States, <=50K
35, Self-emp-not-inc,5, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
65, Private,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
31, Private,9, Never-married, Other-service, Unmarried, Black, Female,34, United-States, <=50K
34, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
22, Private,10, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
33, Private,10, Separated, Other-service, Unmarried, White, Female,38, El-Salvador, <=50K
31, Private,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States, <=50K
61, Federal-gov,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
44, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
57, Private,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, Mexico, <=50K
37, Private,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
30, Private,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,52, Taiwan, <=50K
18, Private,6, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,40, United-States, <=50K
24, Private,13, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
22, Private,9, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
39, Private,10, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
24, Private,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,35, United-States, <=50K
36, Private,10, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
36, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States, <=50K
44, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, Mexico, <=50K
23, Private,6, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,40, Vietnam, <=50K
21, Private,10, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
56, Self-emp-not-inc,11, Married-spouse-absent, Sales, Not-in-family, White, Male,46, United-States, <=50K
24, Private,9, Never-married, Exec-managerial, Own-child, Black, Female,40, United-States, <=50K
31, Self-emp-not-inc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
52, Self-emp-not-inc,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
32, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
72, Private,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States, <=50K
57, Local-gov,13, Divorced, Prof-specialty, Not-in-family, White, Female,35, United-States, <=50K
29, Private,12, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
45, Private,9, Widowed, Sales, Unmarried, White, Female,45, United-States, <=50K
42, Private,13, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
41, Private,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
29, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
20, Private,9, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
32, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
31, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
41, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
64, Private,9, Widowed, Other-service, Not-in-family, White, Female,38, United-States, <=50K
18, Private,9, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
53, Local-gov,5, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
21, Private,9, Separated, Machine-op-inspct, Other-relative, White, Male,40, United-States, <=50K
31, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
23, Private,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
53, Local-gov,14, Divorced, Prof-specialty, Unmarried, White, Female,50, United-States, <=50K
64, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K
24, Private,13, Never-married, Sales, Unmarried, White, Female,45, United-States, <=50K
49, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
33, Private,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
36, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
34, Private,13, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
24, Private,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
36, Private,10, Never-married, Protective-serv, Unmarried, Black, Female,40, United-States, <=50K
41, Private,13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,40, Vietnam, <=50K
32, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
50, Private,9, Divorced, Sales, Not-in-family, White, Female,33, United-States, <=50K
22, Private,9, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K
41, State-gov,9, Divorced, Adm-clerical, Unmarried, White, Female,45, United-States, <=50K
25, Local-gov,13, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
24, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
62, Private,5, Married-civ-spouse, Other-service, Husband, Black, Male,42, United-States, <=50K
54, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,37, United-States, <=50K
23, Private,9, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
43, Private,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,38, United-States, <=50K
28, Private,7, Never-married, Other-service, Not-in-family, Black, Female,40, Jamaica, <=50K
45, Private,14, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
24, Private,13, Never-married, Exec-managerial, Own-child, White, Male,48, United-States, <=50K
29, Private,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
33, Private,10, Divorced, Craft-repair, Other-relative, Other, Female,40, United-States, <=50K
30, Private,10, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
27, Local-gov,12, Never-married, Prof-specialty, Own-child, Black, Female,37, United-States, <=50K
60, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
40, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, Haiti, <=50K
33, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
50, State-gov,9, Widowed, Other-service, Not-in-family, White, Female,37, United-States, <=50K
47, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, Mexico, <=50K
33, Private,9, Married-civ-spouse, Other-service, Husband, Black, Male,35, United-States, <=50K
37, Private,11, Divorced, Tech-support, Unmarried, White, Female,52, United-States, <=50K
26, Private,7, Divorced, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K
40, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
53, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,35, United-States, <=50K
21, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
43, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
51, Private,9, Divorced, Other-service, Unmarried, White, Female,38, United-States, <=50K
35, Private,9, Never-married, Craft-repair, Unmarried, White, Male,50, United-States, <=50K
25, Private,9, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,40, Mexico, <=50K
20, Private,9, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
46, Private,13, Divorced, Exec-managerial, Other-relative, White, Male,40, United-States, <=50K
51, Private,10, Divorced, Exec-managerial, Not-in-family, White, Female,36, United-States, <=50K
56, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
32, State-gov,10, Divorced, Prof-specialty, Other-relative, White, Female,40, United-States, <=50K
32, Local-gov,9, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
48, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
59, Local-gov,14, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
25, Private,9, Never-married, Craft-repair, Own-child, White, Male,37, United-States, <=50K
